age,fnlwgt,education.num,capital.gain,capital.loss,hours.per.week,ada.num,label
47,343742,9,0,0,40,-1.610531516,no
19,39026,9,0,0,30,-1.546813059,no
36,358373,9,0,0,36,-1.725337223,no
36,41490,10,0,0,40,-1.507138892,no
24,172496,14,0,0,50,-0.455550395,no
52,128378,7,0,0,40,-0.872116007,no
19,124265,10,0,0,40,-2.024486472,no
38,161141,10,0,0,45,-0.135122527,no
21,57827,9,0,0,40,-1.759982803,no
31,306459,2,0,0,35,-2.809318083,no
33,188246,13,0,0,65,0.377210318,yes
18,36882,9,0,0,20,-2.628992522,no
35,150488,13,0,0,40,-1.324358466,no
53,237868,9,0,0,35,-0.724046255,yes
27,194472,9,0,0,60,-1.897003695,no
56,219426,6,0,0,40,-1.980608536,no
62,232308,13,0,0,40,0.377210318,yes
36,174242,15,7298,0,50,1.021759884,yes
43,195897,9,7298,0,40,-0.103381086,yes
23,386019,5,0,0,70,-2.24043253,no
39,497525,6,0,0,40,-1.899250567,no
28,149624,10,0,0,40,-0.135122527,no
63,287972,13,0,0,20,-1.039709188,no
48,177018,14,0,0,50,0.707548736,yes
32,292465,10,0,0,35,-0.22543103,yes
28,101774,10,0,1848,50,-0.135122527,yes
37,118681,9,0,0,38,-1.863889755,no
23,460046,9,0,0,42,-1.802904178,no
61,42938,13,0,0,7,-1.114773114,yes
44,125461,14,0,0,35,0.701824724,yes
52,89705,14,0,0,40,0.707548736,yes
33,163392,9,0,0,48,-0.547255914,yes
57,165881,15,0,0,40,1.439628371,no
33,134886,9,0,0,20,-2.628992522,no
31,111567,13,0,0,40,0.795078805,no
64,47298,16,0,0,60,1.070960491,yes
28,30014,10,0,0,40,-1.642688281,no
40,241895,10,0,0,40,-0.135122527,no
55,225623,10,0,0,40,-0.22543103,no
38,379485,12,0,0,45,-0.576056307,no
28,107236,8,0,0,40,-1.270290382,no
36,348960,10,0,0,40,-0.135122527,no
19,320014,10,0,0,25,-2.024486472,no
37,180342,13,0,0,40,0.382934331,yes
36,34180,9,0,0,70,-1.637121563,yes
25,366207,9,0,0,40,-1.992745031,no
23,228724,10,0,0,20,-1.292497645,no
37,116409,15,0,0,40,1.021759884,yes
20,401690,9,0,0,30,-2.231612009,no
45,160724,13,0,0,45,-0.163931984,yes
30,235271,13,0,0,40,0.382934331,yes
39,191807,9,15024,0,50,-0.389437941,yes
22,300871,10,0,0,40,-2.024486472,no
57,411604,5,0,0,45,-1.575645623,no
42,119281,13,0,0,60,0.795078805,yes
33,391114,9,0,0,40,-2.278801886,no
44,188278,12,0,0,45,-1.592241907,no
40,50442,10,2977,0,35,-2.030167171,no
30,427541,9,99999,0,40,-2.786810495,yes
49,259087,7,0,0,40,-2.198173853,no
35,189251,9,0,0,40,-2.305574929,no
45,285335,4,0,0,10,-1.055373829,no
64,240357,9,0,0,40,-1.378184612,yes
55,110844,9,0,0,40,-0.404690301,no
25,273792,9,0,0,37,-2.278801886,no
43,110970,13,0,1902,40,0.377210318,yes
48,27802,14,0,1876,50,-0.120341937,no
19,158603,9,0,0,37,-1.704631033,no
40,149102,9,2174,0,60,-1.582431546,no
35,210866,9,0,0,40,-0.583440971,no
33,283268,13,0,0,40,-0.994806047,no
55,451603,9,0,0,40,-1.41126367,no
51,68882,2,0,0,35,-2.028195056,no
32,176992,6,0,0,40,-2.215993465,no
18,27620,9,0,0,30,-1.897003695,no
25,219199,7,0,0,40,-1.568248304,no
46,360593,14,4650,0,44,-0.084616077,no
41,341204,13,0,0,40,0.452266461,yes
71,94314,9,1173,0,18,-0.648990112,no
27,333296,13,0,0,30,-0.882091046,no
20,230574,4,0,0,40,-3.49209391,no
21,273403,11,0,0,50,-1.592432753,no
36,199288,6,0,0,70,-0.823233417,no
26,301563,9,0,0,40,-0.389437941,no
21,205940,10,0,0,40,-2.709285422,no
18,249857,10,0,0,20,-2.024486472,no
40,96055,9,0,0,45,-1.802904178,no
37,301568,8,0,0,40,-2.780980424,no
32,33117,11,0,0,40,-0.084866999,no
50,86373,9,0,0,50,-0.389437941,no
61,265201,10,0,0,14,-0.469730841,no
19,25429,8,0,0,20,-2.780980424,no
36,183902,13,0,0,4,0.452266461,yes
75,309955,15,0,2174,50,0.93145138,yes
19,205829,9,0,0,35,-2.628992522,no
28,193122,9,0,0,50,-1.446233603,no
28,149769,9,0,0,40,-1.517492846,no
18,54639,9,0,0,40,-2.278801886,no
24,188274,12,0,0,40,-1.861463011,no
41,187821,9,2885,0,40,-0.389437941,no
22,136767,9,0,0,30,-0.389437941,no
39,174924,9,14344,0,40,-1.217328614,yes
28,183885,9,0,0,30,-2.278801886,no
31,241885,9,0,0,45,-1.782197988,no
75,226593,9,0,0,20,-1.712792925,no
58,247276,4,0,0,30,-1.968464644,no
23,238831,10,0,0,40,-2.024486472,no
41,117012,14,0,0,55,-0.896049534,no
51,914061,10,0,0,44,0.150934328,yes
40,145441,13,0,0,40,0.377210318,yes
40,289309,10,0,0,48,-1.271753962,no
37,161111,13,0,0,40,-1.130355436,no
54,28518,9,0,0,50,-0.389437941,yes
60,145493,10,0,0,40,-1.271753962,no
39,99357,14,1506,0,40,-1.166795539,no
39,91996,9,0,0,40,-1.761454306,no
61,128230,4,0,0,50,-0.965065326,yes
48,221464,7,0,0,30,-0.797059864,yes
59,128829,9,0,0,40,-1.526069376,no
26,295055,9,0,0,40,-2.43661986,no
18,197057,6,0,0,40,-3.205023651,no
73,267408,9,0,0,15,-1.648539473,no
27,123116,9,0,0,40,-0.479746444,no
36,269318,13,0,0,50,0.377210318,yes
33,174463,9,0,0,35,-2.278801886,no
55,100054,6,0,0,40,-1.980608536,no
66,112871,7,0,0,30,-2.273790936,no
41,438696,14,0,0,5,-0.410309509,yes
63,135339,9,2105,0,40,-0.315592181,no
26,53903,9,0,0,50,-1.976201019,no
19,139278,9,0,0,20,-2.36911039,no
37,173968,9,0,0,40,-0.389437941,no
21,301915,7,0,0,30,-2.612206097,no
40,191429,15,15024,0,40,1.439628371,yes
32,52537,10,0,0,38,-1.450315619,no
58,152731,13,0,0,40,0.377210318,yes
90,225063,9,0,0,40,-0.964955812,no
58,201112,10,0,0,55,-1.429571936,yes
24,284317,13,0,0,40,-1.130355436,no
32,176253,10,0,0,40,-1.079381301,no
26,247455,13,5178,0,42,0.452266461,yes
39,382859,9,0,0,40,-0.103381086,yes
56,161944,9,0,0,40,-0.389437941,no
40,130760,11,0,0,50,-0.084866999,yes
29,41281,13,0,0,50,-0.764171596,no
42,250121,7,0,0,40,-0.706751361,no
23,203240,10,0,0,40,-1.642688281,no
75,256474,14,0,0,16,-0.455550395,no
21,163333,10,0,0,35,-2.374677108,no
57,127728,15,15024,0,60,1.439628371,yes
39,343403,9,0,0,36,-0.314381798,no
48,91251,4,0,0,30,-1.415899124,no
28,37821,11,0,0,55,-1.929743928,no
17,218361,6,0,1602,12,-3.062787998,no
36,182074,9,0,0,40,-2.278801886,no
47,182177,10,0,0,23,-1.507138892,no
46,284799,10,0,0,60,0.28274596,no
29,184710,9,0,0,40,-0.479746444,no
31,108468,15,0,0,60,0.93145138,yes
25,509866,9,0,0,78,-1.546813059,no
22,351381,11,0,0,40,-1.592432753,no
35,38948,10,0,0,40,-0.135122527,yes
59,132717,6,0,0,40,-1.017236447,no
31,192039,12,0,0,40,-1.840719328,no
42,155106,10,0,0,45,-1.292497645,no
40,198790,7,0,0,30,-0.781807504,no
21,148211,9,3674,0,50,-1.546813059,no
50,199995,13,0,0,40,-0.40350647,yes
22,187538,6,0,0,40,-2.236699655,no
43,180599,9,0,0,55,-0.389437941,no
39,230356,13,0,0,40,-1.130355436,no
37,146398,13,0,0,40,-1.288173409,no
50,140516,9,0,0,40,-0.389437941,yes
46,328216,13,0,1902,42,0.69315256,yes
50,421132,9,0,0,40,-0.389437941,no
66,304957,9,0,0,25,-1.613569541,no
55,414994,9,0,0,40,-0.389437941,no
47,73394,10,0,0,50,-0.060066384,no
40,148805,13,0,0,40,-2.056347293,no
44,171615,9,0,0,45,-0.389437941,no
57,124137,10,0,0,40,0.28274596,no
33,192644,16,0,1977,90,1.070960491,yes
65,125768,10,0,0,28,-1.26602995,no
35,22641,9,0,0,40,-0.637564418,no
38,111499,15,0,0,32,-0.576114374,no
40,179717,9,7298,0,50,-0.103381086,yes
57,101444,14,0,0,40,0.707548736,yes
30,183746,9,0,0,40,-2.389429982,no
64,109108,9,0,0,20,-1.86067769,no
29,198286,13,0,0,40,-1.220663939,no
22,216134,10,0,0,40,-2.532495081,no
39,99146,14,0,0,40,0.599898478,yes
32,171813,13,0,0,40,-1.862344263,no
51,123011,9,0,0,50,-1.196211541,no
17,136363,6,0,0,20,-2.712597363,no
54,182543,10,0,0,40,-1.991194753,no
50,76728,10,0,0,39,-1.465756992,no
31,176831,6,0,0,40,-2.230219715,no
26,336969,13,0,0,28,-0.104852296,no
42,223566,15,0,0,15,0.282253252,no
20,157894,10,0,0,20,-2.182304446,no
20,247794,9,0,0,84,-1.897003695,no
69,541737,10,2050,0,24,-1.123869198,no
22,127647,9,0,0,36,-2.628992522,no
58,106707,3,0,0,48,-1.006107725,no
28,365745,5,0,0,40,-0.847672482,no
45,179030,13,0,0,35,-1.039540598,no
39,172571,14,0,0,45,0.701824724,yes
33,91811,9,0,0,40,-1.217328614,no
40,316820,10,0,1485,40,-0.135122527,no
24,109667,14,0,0,15,-1.187539222,no
17,74685,6,0,0,20,-3.047205677,no
25,264136,13,0,0,60,-0.780164801,no
55,48055,8,0,0,40,-1.524448501,no
48,245948,9,2174,0,40,-2.054821668,no
30,467108,14,0,0,44,0.701824724,yes
41,165798,3,0,0,40,-2.537382812,no
25,232991,3,0,0,40,-1.500607037,no
41,33068,14,0,1974,40,-0.078892064,no
60,166330,9,99999,0,40,-0.314381798,yes
24,354691,8,0,0,40,-1.698800961,no
25,108542,10,0,0,40,-0.329125557,no
31,22201,9,0,0,40,-0.547255914,yes
24,146706,10,0,0,30,-1.642688281,no
47,27815,5,0,1719,30,-1.984303917,no
52,287927,9,15024,0,40,0.103486689,yes
36,141584,10,0,0,50,-0.135122527,yes
29,116662,13,0,0,40,-0.780164801,no
41,255044,13,0,0,55,-0.759421118,no
21,129172,10,2907,0,40,-1.292497645,no
17,158762,6,0,0,20,-3.397396312,no
68,274096,6,0,0,20,-1.609674218,no
29,128509,9,0,0,38,-2.034188802,no
36,198237,13,15024,0,50,0.377210318,yes
29,157941,13,0,0,40,-0.780164801,no
20,178517,10,0,0,40,-1.486500675,no
46,247286,10,0,0,40,-1.507138892,no
45,215620,9,0,0,40,-1.175878741,no
33,219619,14,15024,0,40,0.701824724,yes
46,162566,14,0,0,50,-0.618283838,no
25,265618,9,0,0,40,-2.107135414,no
42,176716,14,0,0,40,-0.078892064,no
31,207537,10,2174,0,52,-0.9630132,no
29,121040,9,0,0,40,-1.397830495,no
43,199689,13,0,0,20,-1.015138846,no
44,182383,10,0,0,35,-0.060066384,no
42,173628,13,0,0,40,0.377210318,yes
33,159303,9,0,0,40,-1.761454306,no
23,216639,13,0,0,40,-1.130355436,no
28,94880,10,0,0,43,-1.930162284,no
29,201017,14,0,0,55,-0.748499645,no
41,154714,11,0,0,40,-0.084866999,yes
39,143123,11,0,2415,40,0.333001488,yes
31,117963,16,0,0,40,-0.400534968,no
58,41374,9,0,0,40,-1.421196879,no
64,104361,10,0,0,65,-1.507206865,no
23,203353,13,0,0,12,-1.856620251,no
50,185846,9,0,0,40,-0.389437941,no
28,199566,13,0,0,40,0.219392345,no
39,238415,13,0,0,50,0.377210318,yes
27,193898,13,0,0,45,0.377210318,yes
22,178818,10,0,0,20,-2.568680138,no
28,227840,9,0,0,40,-1.897003695,no
69,185691,7,0,0,20,-0.781807504,no
19,36012,10,0,0,20,-2.114794976,no
62,116289,13,0,0,45,0.377210318,no
33,229636,9,0,0,40,-2.184477698,no
28,138283,11,0,0,40,-1.592432753,no
35,465326,13,0,0,40,0.377210318,no
47,160187,9,14084,0,38,-1.995692084,yes
63,361631,14,0,0,40,-0.476256585,yes
40,213849,9,0,0,40,-1.526069376,no
31,128016,13,0,0,40,-1.856620251,no
49,116927,13,0,0,60,0.377210318,no
30,178835,10,0,0,55,-0.135122527,no
23,380544,10,0,0,40,-0.135122527,yes
67,261203,4,0,0,35,-1.159068356,no
27,99897,10,0,0,50,-0.135122527,no
17,144752,6,0,0,20,-2.870415337,no
50,220019,14,0,0,40,0.776880866,no
59,165867,13,0,0,25,0.286901815,no
38,198841,10,0,0,40,-0.676956345,no
27,51025,9,0,0,40,-1.897003695,no
28,132078,13,0,0,40,-1.130355436,no
34,198183,9,0,0,40,-1.897003695,no
50,123174,16,0,0,37,0.811216272,yes
20,71475,10,0,0,40,-2.374677108,no
41,275366,10,0,0,40,0.150934328,no
62,235997,8,0,0,37,-2.403222081,no
40,176069,13,0,0,45,-0.759421118,no
70,173736,13,0,0,6,0.042602004,no
55,105138,9,0,0,40,-0.663642759,no
61,280088,4,0,0,40,-2.337081691,no
29,472344,3,0,0,40,-2.124510425,no
46,248059,9,3464,0,40,-0.389437941,no
26,179633,10,0,0,40,-2.218489502,no
30,33688,9,0,1669,70,-2.132388624,no
32,316769,7,0,0,40,-2.663108037,no
42,92288,14,0,0,40,0.585245831,no
25,262818,13,0,0,35,-1.540150884,no
42,100793,16,0,0,41,1.488828978,yes
44,456236,14,0,0,40,0.701824724,no
35,190297,4,0,0,40,-0.965065326,no
34,144949,9,0,0,35,-1.907867568,no
36,176634,13,0,0,35,0.452266461,yes
23,203924,13,0,0,50,-0.780164801,no
35,169104,10,0,0,40,-0.941896127,no
23,347867,13,0,0,30,-0.780164801,no
22,275385,10,0,0,25,-1.562852507,no
17,143331,7,0,0,40,-3.005779763,no
30,378009,14,0,0,50,0.701824724,yes
39,89419,11,0,0,40,-2.092182826,no
42,113461,9,0,0,40,-1.175878741,no
34,64830,12,0,0,45,-1.108730501,no
18,115258,6,0,0,40,-2.215993465,no
61,167670,13,0,0,40,-0.42383927,no
32,167106,9,0,0,40,-0.96505952,no
44,248406,12,0,0,40,0.027900935,yes
42,176063,11,15024,0,55,-0.084866999,yes
33,150657,13,0,0,40,-1.752531301,no
19,167428,10,0,0,40,-2.359094786,no
24,395297,10,0,0,30,-1.792306552,no
63,208862,9,0,0,40,-1.546813059,no
43,75742,10,0,0,45,-0.135122527,no
25,181814,7,0,0,40,-2.502543001,no
59,32537,9,0,0,40,-0.479746444,yes
23,54472,10,0,0,50,-1.292086762,no
20,190916,9,0,0,40,-2.628992522,no
25,120535,9,0,0,40,-1.761454306,no
47,24723,6,0,0,45,-2.117682827,no
41,311101,9,0,0,40,-1.175878741,no
33,143485,9,0,0,40,-0.547255914,no
38,33394,9,0,0,60,-0.389437941,no
38,238342,13,7688,0,42,0.663267173,yes
47,47496,9,0,0,42,-1.175878741,no
51,147954,9,3411,0,38,-0.472199772,no
56,131608,9,0,0,40,0.294924127,yes
28,226891,10,0,0,30,-1.994652103,no
41,107845,13,0,0,40,0.452266461,yes
24,289886,7,0,0,45,-1.948111257,no
46,121370,9,0,0,30,-1.755730293,no
41,523910,13,0,0,40,0.225116357,no
24,250647,11,0,0,40,-0.118588268,no
55,170166,13,0,0,25,0.361957957,no
29,199118,10,0,0,40,-1.67640955,no
51,171914,13,0,0,50,0.377210318,yes
20,195767,9,0,0,40,-2.6134102,no
42,115511,16,0,0,50,1.070960491,no
32,194901,12,0,2057,70,0.033624947,no
26,322585,9,0,0,40,-2.278801886,no
42,1097453,13,0,0,60,0.795078805,yes
26,137658,10,0,0,45,-1.642688281,no
23,145964,10,0,0,40,-1.627105959,no
54,200450,10,0,0,60,-0.135122527,no
22,324637,10,0,0,42,-1.292497645,no
60,140516,10,0,0,40,-1.123869198,no
35,287701,12,0,0,45,-0.993924794,yes
50,145033,15,0,2415,60,1.021759884,yes
21,232719,9,0,0,40,-2.771228174,no
22,325179,10,0,0,50,-2.024486472,no
46,133169,11,0,0,40,-0.084866999,no
23,176486,11,0,0,36,-2.32442158,no
46,112320,13,0,0,50,-0.341552631,no
59,43221,10,0,0,43,-0.135122527,yes
59,202682,9,0,0,40,-0.389437941,no
36,238415,9,0,0,40,-1.41126367,no
34,93699,9,0,0,50,-1.802904178,no
66,236784,13,0,0,8,-1.128241788,no
51,194475,10,0,0,40,-1.465756992,no
41,150533,15,0,0,50,0.93145138,yes
48,182655,13,0,0,40,0.377210318,yes
27,41281,14,0,0,65,-0.455550395,no
53,120839,10,0,0,40,-0.135122527,no
33,223105,9,0,0,40,-0.547255914,no
26,211695,9,0,0,40,-0.389437941,no
41,58880,13,7688,0,10,0.452266461,yes
30,145231,12,0,1762,40,-1.840719328,no
18,183011,10,0,0,15,-2.975142506,no
44,13769,10,0,0,40,-0.2929405,yes
22,24008,10,0,0,72,-2.359094786,no
62,138157,9,0,0,40,-0.389437941,no
48,299291,9,0,0,44,-0.389437941,no
39,190297,16,99999,0,55,1.070960491,yes
47,223944,10,0,0,30,-0.254069414,no
22,34616,10,0,0,20,-1.87807321,no
36,225172,9,0,0,40,-0.389437941,no
67,116517,13,0,0,35,-0.429052795,no
37,197915,4,0,0,40,-0.959341313,no
62,165827,9,0,0,40,-0.389437941,no
37,265266,15,0,0,40,0.798015639,yes
72,243769,15,0,1429,20,-0.225923738,no
53,225768,11,0,0,40,-0.242684973,yes
31,212529,10,0,0,40,-2.51691276,no
37,107164,6,0,2559,50,-1.562740049,yes
43,222978,16,0,0,40,-0.536508777,yes
61,203126,13,0,0,12,-0.861347363,no
45,276839,10,0,0,40,-0.941896127,no
34,255693,9,0,0,20,-0.314381798,no
26,491862,11,0,0,40,-1.750250727,no
37,166744,9,0,0,12,-1.761454306,no
43,185832,10,0,0,48,-0.135122527,yes
40,200766,9,14344,0,40,-1.704631033,yes
51,218311,10,0,0,50,-1.597447395,no
26,94477,10,7298,0,55,-0.135122527,yes
36,61178,7,0,0,40,-0.781807504,no
29,125976,9,0,0,35,-1.802904178,no
50,128143,13,0,1887,50,0.377210318,yes
34,174215,14,7688,0,35,0.782604879,yes
34,191930,10,0,0,40,-0.2929405,no
50,160107,14,0,0,55,1.119693211,yes
24,48343,7,0,0,40,-2.447191231,no
54,162238,9,0,0,45,-1.027993976,no
34,220840,3,0,0,40,-1.485954389,no
53,233734,14,0,0,40,-0.586900673,yes
44,152744,14,0,0,40,-0.760344298,no
29,283760,13,0,0,40,-1.130355436,no
19,285177,10,0,0,18,-2.359094786,no
32,339099,10,0,0,40,-2.370499497,no
37,267086,11,0,0,52,-1.456883364,no
47,84790,10,0,0,40,-0.135122527,no
22,193090,9,0,0,37,-1.897003695,no
50,81548,9,0,0,40,-0.389437941,no
44,215304,13,0,0,45,0.377210318,yes
49,106554,13,0,0,40,-0.989082034,yes
41,200479,9,0,0,48,-1.637121563,no
18,142043,7,0,0,15,-2.544145798,no
32,117779,9,0,0,35,-2.628992522,no
19,304299,9,0,0,40,-2.132388624,no
45,26781,10,0,0,40,-0.383249004,no
34,238246,13,0,0,40,-1.130355436,no
32,312667,13,15024,0,50,0.377210318,yes
21,124242,12,0,0,40,-2.211653646,no
25,203408,10,0,0,40,-0.129398514,no
30,158420,13,0,0,50,-0.953351106,no
40,237671,10,0,0,40,-0.060066384,yes
37,150057,9,0,0,52,-0.389437941,yes
46,42972,14,0,0,22,0.776880866,yes
63,207385,10,0,0,30,-0.135122527,no
17,153542,6,0,0,20,-3.062787998,no
18,366154,9,0,0,30,-1.546813059,no
47,206659,10,0,0,40,-1.542108824,no
18,374969,6,0,0,56,-1.980608536,no
53,246117,9,0,0,40,-1.027102579,no
22,300871,10,0,0,40,-0.135122527,no
56,225267,9,0,0,40,-0.389437941,no
38,407068,3,0,0,75,-1.485954389,no
25,86646,13,4865,0,48,-0.780164801,no
41,185057,11,0,0,40,-1.694358999,no
26,209942,9,0,0,40,-2.43661986,no
27,38645,13,0,0,40,-0.844298581,no
31,206051,13,0,0,40,0.377210318,yes
25,197036,6,0,0,40,-2.712597363,no
51,209320,15,3325,0,40,-0.129891223,no
33,185177,9,0,0,40,-1.546813059,no
46,114328,10,0,0,40,-0.921563327,no
43,117728,9,0,0,44,-0.389437941,no
76,161182,10,0,0,20,-0.863987066,no
37,160035,9,0,0,40,-0.389437941,no
21,177711,9,0,0,40,-2.43661986,no
21,25265,11,0,0,30,-1.242242118,no
45,156117,11,0,0,32,-1.221498435,no
33,170148,9,0,0,45,-1.761454306,no
43,162887,10,0,0,40,-0.2929405,yes
39,146091,13,0,0,20,0.452266461,yes
31,86143,9,0,0,40,-2.025823598,no
28,108706,7,0,0,20,-3.021362085,no
40,65866,10,0,213,40,-1.507138892,no
18,176136,9,0,0,35,-2.278801886,no
41,266530,9,0,0,45,-0.547255914,no
44,121781,10,0,0,37,-1.28640661,no
26,205036,9,0,0,42,-1.546813059,no
46,181810,9,4064,0,40,-0.547255914,no
42,358677,9,0,0,35,-1.569081644,no
47,97419,13,0,0,40,-0.911515079,no
35,357619,11,0,0,40,-0.015446088,no
36,160120,9,0,0,40,-0.315592181,no
54,53833,13,0,0,50,0.377210318,no
47,285060,14,0,1977,41,0.707548736,yes
31,223212,9,0,0,40,-1.027102579,no
56,107165,9,0,0,18,-0.389437941,no
56,100285,10,0,0,45,-0.135122527,no
36,137492,9,0,0,40,-2.253880593,no
36,144169,9,0,0,50,-0.389437941,no
48,119722,10,0,0,8,-0.2929405,no
43,178866,9,0,0,25,-0.314381798,yes
43,156745,10,0,0,40,-0.2929405,no
27,408623,13,0,0,50,-0.531700579,no
45,125489,14,0,0,50,-0.670191641,no
62,296485,11,0,0,10,-1.247365986,no
31,118399,7,0,0,40,-0.781807504,no
36,184655,6,0,0,48,-1.845059147,no
32,362259,13,0,0,40,-1.130355436,no
38,95647,9,0,0,30,-2.293454534,no
29,543477,10,0,0,40,-2.532495081,no
44,167265,14,0,0,60,0.507821694,yes
51,194097,10,0,0,30,-0.060066384,yes
27,357283,9,0,0,40,-1.794939536,no
39,336793,14,0,0,55,0.61151622,yes
90,250832,6,0,0,40,-0.823233417,no
58,186991,9,0,0,40,-0.389437941,no
25,216724,9,0,0,40,-1.907867568,no
32,112650,9,0,0,40,-0.383713928,no
59,286967,9,0,0,45,-0.383713928,no
49,54260,13,0,0,40,0.377210318,yes
28,72443,10,0,1669,60,-1.292497645,no
51,133069,6,0,0,40,-2.047365017,no
24,153078,13,0,0,40,-0.794817448,no
41,198425,10,0,0,45,-0.135122527,no
72,268861,4,0,0,99,-2.055738242,no
33,196385,14,0,0,37,0.701824724,yes
38,219137,9,0,0,22,-0.314381798,no
43,129298,14,0,0,40,0.507821694,yes
26,250038,10,0,0,40,-0.135122527,yes
53,361405,9,0,0,40,-0.389437941,yes
21,224640,12,0,0,40,-2.205929634,no
53,123011,9,0,0,40,-0.724046255,yes
28,192257,13,0,0,40,0.462976975,no
38,107909,13,0,0,40,0.795078805,yes
27,199903,13,0,0,40,-1.130355436,no
21,175121,10,0,0,40,-2.024486472,no
59,195176,13,0,0,72,0.377210318,no
54,147239,16,0,0,60,1.488828978,yes
29,144808,10,0,0,40,-2.013675998,no
23,197207,13,0,0,40,-1.130355436,no
29,221233,12,0,0,37,-1.34411543,no
56,32446,10,0,0,40,-0.135122527,yes
48,85384,13,7688,0,40,0.377210318,yes
62,72486,9,0,0,24,-1.174880053,no
24,199915,13,0,0,35,-1.862344263,no
35,49657,13,7298,0,40,0.663267173,yes
38,247547,9,0,0,40,-2.290206597,no
49,118701,9,0,0,40,-1.633215424,no
51,186303,13,0,0,40,0.377210318,yes
49,143459,5,0,0,38,-2.407551982,no
23,136075,13,0,0,32,-1.324358466,no
22,370548,11,0,0,30,-1.242242118,no
28,337378,9,0,0,40,-0.389437941,no
80,151959,9,0,0,15,-1.18581195,no
30,119411,9,0,0,40,-1.648739305,no
37,132702,13,0,0,40,-0.779753917,no
56,97213,13,0,0,60,-0.844298581,no
38,226311,9,0,0,25,-0.540481725,no
71,148003,13,0,1911,38,-0.759421118,yes
19,258633,10,0,0,25,-2.476603353,no
67,159542,3,0,0,40,-2.564847639,no
62,35783,10,0,0,60,-0.135122527,no
61,133164,4,0,0,48,-2.122440444,no
37,130200,9,0,0,70,-0.389437941,yes
38,311523,10,0,0,40,-0.322961479,no
44,162028,10,0,2415,6,-0.060066384,yes
73,233882,9,0,2457,40,-0.405900684,no
59,380357,13,0,0,40,-0.409230482,no
25,104439,10,0,0,50,-1.642688281,no
40,145441,10,0,0,30,-1.24725676,no
48,182715,9,0,0,48,-0.389437941,no
44,127482,10,7688,0,40,-0.135122527,yes
18,391257,10,0,0,16,-1.836691311,no
47,189123,9,0,0,40,-0.583440971,no
39,190719,10,0,0,45,-0.921563327,no
27,607658,13,0,0,40,-1.130355436,no
43,255835,10,0,0,40,-1.736111854,no
45,144579,13,0,0,40,0.377210318,yes
63,271550,10,0,0,20,-0.22543103,no
17,166290,5,0,0,20,-3.087227063,no
39,188069,14,15024,0,50,0.701824724,yes
38,344480,9,4064,0,40,-0.479746444,no
39,364782,10,0,0,40,-0.129398514,yes
35,135436,15,0,0,50,1.439628371,yes
28,116613,10,0,0,24,-2.374677108,no
29,167544,12,0,0,13,-1.338391417,no
43,124436,10,0,0,40,-0.060066384,yes
20,283969,10,0,0,15,-1.562852507,no
20,117618,10,0,0,40,-2.359094786,no
51,171409,10,0,0,40,-0.135122527,yes
39,259716,9,0,0,40,-2.399118944,no
34,182218,11,0,0,40,-1.456883364,no
44,200194,10,0,0,40,-0.135122527,no
33,62155,10,0,0,35,-1.450315619,no
41,351161,9,0,1848,45,-0.389437941,yes
53,172898,15,0,0,60,1.307816739,yes
38,154641,11,0,0,40,-0.084866999,no
67,36876,9,0,0,40,-0.479746444,no
30,144593,9,0,0,40,-1.806557278,no
60,78913,10,0,0,50,-0.22543103,no
40,120277,13,0,0,45,0.377210318,no
44,148805,9,0,0,33,-1.343585819,no
52,210736,10,3103,0,55,-0.135122527,yes
46,146305,10,0,0,48,-1.48040964,no
44,357679,13,15024,0,65,0.795078805,yes
27,86681,10,0,0,40,-1.271753962,no
24,140001,9,0,0,35,-2.766588513,no
35,295127,10,0,0,50,-1.24725676,no
36,140583,9,0,0,40,-1.175878741,no
24,182276,9,0,0,25,-0.314381798,no
50,36489,10,0,0,40,0.150934328,yes
40,224910,9,0,0,40,-1.897003695,no
34,118901,9,0,0,40,-1.567519249,no
21,654141,9,0,0,32,-1.704631033,no
31,223376,13,0,0,40,-1.717561369,no
18,318190,7,0,0,15,-2.671171449,no
46,155489,9,0,0,43,-0.389437941,yes
42,221172,13,0,0,40,0.377210318,yes
49,148169,9,5013,0,40,-0.389437941,no
40,202508,15,7688,0,48,0.919833638,yes
30,377017,10,0,0,32,-0.135122527,no
18,183824,8,0,0,30,-2.430789788,no
46,186410,15,0,0,50,-0.135615235,yes
78,74795,12,0,0,4,-1.29545405,no
47,127678,10,0,0,48,-0.129398514,yes
38,242221,9,0,0,38,-2.624814911,no
37,191841,13,0,0,48,-1.08511455,no
34,236861,9,0,0,40,-0.389437941,yes
36,350783,9,0,0,38,-1.897003695,no
60,135285,14,0,0,40,0.61151622,no
65,315728,9,2329,0,75,-1.948177855,no
56,237546,10,0,0,99,-0.129398514,no
26,34161,10,0,0,40,-1.87807321,no
27,404998,11,0,0,40,-2.064539449,no
25,193820,14,0,0,35,-1.537729858,no
47,152572,9,0,0,40,-2.449465319,no
48,199739,9,0,0,40,-1.761454306,no
26,248990,9,0,0,40,-1.027102579,no
50,189107,9,0,0,40,-0.389437941,no
35,302149,13,7298,0,40,0.428331062,yes
43,137232,13,0,0,42,-0.597270359,no
32,45796,8,0,0,40,-0.541425843,no
38,409189,4,0,0,40,-1.693038467,no
54,163894,10,0,0,40,-0.2929405,no
32,317647,9,0,0,40,-2.472804916,no
