age,fnlwgt,education.num,hours.per.week,label
46,238162,12,50,1
38,278557,13,50,1
29,128553,11,40,0
35,214896,9,45,0
25,208591,9,40,0
28,298661,13,40,0
62,208266,11,40,0
35,169672,7,65,0
56,119254,6,40,0
43,155106,11,40,0
27,190303,9,40,0
27,196386,12,40,0
30,56121,9,40,0
23,376383,9,35,0
26,35917,9,40,0
18,109928,9,40,0
39,109351,11,40,0
23,52566,9,40,0
36,48160,13,40,0
37,203828,5,65,0
24,267955,5,20,0
22,378104,9,40,0
52,124591,9,40,0
52,165050,9,48,1
34,69251,10,40,0
42,238188,9,96,0
43,311914,10,40,0
30,122889,14,50,1
65,200764,9,16,1
60,148522,10,40,0
32,273287,10,40,0
39,76417,9,40,0
23,35633,9,40,0
42,112494,10,35,1
59,140363,9,42,1
22,191789,13,40,0
55,89182,8,40,0
50,44728,9,40,0
44,387770,10,15,0
44,304530,10,55,0
25,222539,6,50,0
36,157184,9,40,1
35,113397,9,45,0
23,129345,10,25,0
22,21154,9,32,0
40,162098,9,40,0
34,254270,13,40,0
34,176711,9,40,0
58,170290,9,35,0
35,167062,9,40,0
32,84119,9,40,0
71,181301,9,40,0
51,40641,10,60,1
26,88513,13,40,0
34,23778,13,50,0
42,47012,10,40,1
29,245226,9,40,0
42,287037,8,10,0
34,80933,9,40,0
19,177839,9,15,0
35,143589,13,40,0
41,186601,9,40,0
32,293936,4,40,0
41,219869,10,40,0
44,171484,6,40,1
38,164898,9,40,0
20,190968,4,20,0
37,106043,9,40,1
29,69132,15,60,1
50,269095,13,40,1
55,129762,9,40,0
49,169092,10,40,1
44,103111,15,60,1
28,306538,8,40,0
23,271354,9,50,1
77,83601,15,40,0
50,205803,14,40,1
28,210945,12,35,0
40,216116,5,40,0
37,145064,12,32,0
24,186213,10,50,1
36,89625,6,40,0
28,175710,13,30,0
33,239018,16,60,0
19,365640,9,45,0
42,109273,10,40,0
19,220001,10,50,0
22,190625,10,35,0
29,180758,14,40,0
27,238267,10,10,0
31,272856,9,50,0
36,218542,12,40,1
18,89419,9,10,0
18,71792,9,40,0
17,48610,7,45,0
28,288598,9,35,0
18,110230,7,5,0
37,222450,3,40,0
24,183751,7,65,0
41,145175,10,40,1
66,302072,12,40,0
26,183224,10,35,0
39,111499,12,20,1
20,190227,14,25,0
33,270889,9,60,0
23,131415,9,35,0
26,290213,10,40,0
17,165069,6,40,0
45,122002,10,40,0
50,163921,4,40,0
36,150371,9,40,0
26,28443,11,40,0
42,177989,9,40,0
36,242080,15,80,1
53,30290,9,40,0
26,252565,6,55,0
35,102268,13,45,0
30,126402,7,40,0
33,177727,9,40,1
43,160369,6,25,0
54,103580,12,55,1
43,35236,9,40,0
38,22494,10,40,0
42,332401,13,40,0
54,188446,9,40,0
34,174463,11,50,0
41,99870,13,55,0
36,132879,14,40,1
26,433906,12,40,0
23,213902,10,20,0
63,158199,2,44,0
38,169104,13,40,1
37,166115,6,50,1
49,353824,10,45,1
35,223749,11,48,1
33,66384,9,38,0
52,203635,13,65,1
23,80680,10,16,0
46,334456,5,40,0
23,217961,10,40,0
50,171338,14,40,1
42,53956,9,55,0
37,213841,10,50,1
23,384651,10,40,0
31,113667,9,25,0
43,180572,13,40,1
52,313243,9,55,1
50,158948,9,84,0
36,272944,9,45,0
64,338355,11,15,0
51,215647,9,43,0
29,48634,13,40,0
31,224234,9,40,0
32,115066,10,40,0
48,355320,11,15,1
56,266091,13,45,0
28,255254,13,37,0
54,104421,10,40,0
32,141410,9,40,0
23,201490,9,35,0
32,236543,8,40,0
66,81413,6,30,0
20,174714,9,40,0
43,108945,10,38,0
49,228583,9,40,0
37,69251,10,40,0
32,182274,9,37,0
30,284826,9,50,0
49,256417,9,40,0
39,286730,9,40,0
78,454321,2,20,0
37,119929,9,47,0
39,176335,14,65,1
26,210982,11,40,0
23,154641,9,40,0
25,60358,10,40,0
31,59496,10,50,0
18,295607,6,40,0
42,204235,10,40,1
41,121718,11,48,1
40,200479,11,40,0
50,193720,9,70,1
45,255456,14,50,1
46,168211,9,75,1
35,211440,12,45,0
35,174077,10,32,0
30,312767,9,40,0
43,55294,10,40,0
46,344415,16,40,1
30,177304,10,44,0
45,256866,10,40,0
46,102308,9,40,0
60,102310,12,45,0
51,146325,16,40,1
61,113080,5,58,1
19,194205,10,40,0
45,208049,9,40,0
38,48779,10,40,1
51,222615,9,40,1
62,155915,6,40,0
47,193047,16,50,1
44,290403,11,40,0
34,181311,7,40,0
30,190511,9,40,1
49,107682,10,38,0
38,292570,10,50,0
43,147230,13,60,0
41,310255,9,40,0
71,26109,15,28,0
63,33487,4,70,1
37,186191,9,46,0
37,78374,9,38,0
48,483261,10,40,0
46,163352,9,36,0
28,490332,13,40,1
21,276840,8,20,0
26,122575,13,60,0
42,226902,9,40,1
32,192565,7,55,0
39,28572,9,40,0
27,89813,9,40,0
42,260496,9,40,0
40,146653,13,20,0
36,409189,7,40,0
23,204141,10,40,0
58,98630,14,40,1
27,241431,9,35,0
28,78388,6,38,0
58,314153,9,40,1
29,118520,9,42,0
21,380219,10,40,0
35,89508,9,50,1
28,105817,13,40,0
35,209629,9,40,0
51,341548,10,40,0
17,270942,9,35,0
38,111499,15,50,1
62,176839,16,50,1
18,201554,10,15,0
41,52037,10,40,0
19,29250,10,10,0
60,178312,9,65,1
52,181578,9,40,1
28,168514,12,40,0
48,186172,12,40,1
22,227626,9,40,0
23,35448,10,25,0
19,37085,10,20,0
31,336543,9,45,1
50,192982,9,40,1
30,226525,6,40,0
36,120760,14,40,0
47,176917,10,48,1
64,113061,9,40,0
27,246974,11,40,0
29,115064,9,40,0
21,33423,10,35,0
34,107914,13,47,1
38,109594,13,70,1
34,58305,9,40,0
49,131918,10,50,1
25,105693,13,40,0
35,70447,10,20,0
22,279041,10,10,0
63,84737,4,40,0
57,190514,5,40,0
41,344624,13,50,1
36,235779,13,40,0
53,427320,13,40,0
27,135520,9,40,0
34,103642,9,40,0
40,77370,9,40,1
30,78530,9,65,1
40,210648,13,44,1
24,195770,10,40,0
25,251915,13,40,0
23,181820,9,53,0
45,180931,11,35,0
37,88215,14,40,0
35,211494,13,55,0
75,233362,6,40,0
23,218415,10,10,0
47,116641,13,4,0
24,172496,13,55,0
41,160837,7,40,0
59,136413,13,40,0
20,195411,9,20,0
60,235336,10,70,0
49,261688,9,60,0
42,285066,13,45,1
44,103218,9,40,0
47,171095,12,35,1
35,98989,5,38,0
41,109762,9,45,0
25,178025,14,40,0
20,284737,10,20,0
34,143776,14,45,1
20,225395,4,60,0
24,132327,10,30,0
31,561334,9,40,0
32,97306,13,48,0
51,171275,4,40,0
38,37931,9,40,1
23,320294,10,50,0
41,172307,5,40,0
35,340110,13,70,1
41,122215,14,40,1
43,208613,13,40,0
34,121321,9,50,1
30,296897,9,40,0
27,74056,11,48,0
23,312017,10,40,0
53,290290,10,45,0
20,236804,9,40,0
26,102541,6,40,0
53,120914,7,40,0
30,226296,14,40,1
33,99761,13,15,0
32,73585,11,40,0
23,216867,9,40,0
54,141272,9,40,1
58,281792,10,60,0
57,24384,4,10,0
29,369114,9,40,0
38,353263,14,50,1
30,96851,10,25,0
18,153405,7,25,0
28,96219,13,15,0
32,46746,10,65,0
53,129301,10,45,1
76,130585,10,12,0
18,78045,7,40,0
48,349986,11,40,0
60,173960,13,42,0
28,149734,9,52,0
63,180955,3,25,0
50,195322,16,40,1
35,138992,14,40,1
42,74680,14,60,0
45,72896,11,40,1
53,170354,10,40,1
32,269355,10,50,1
21,227521,10,15,0
47,151826,6,38,0
46,295566,16,65,1
32,227321,10,38,0
17,341395,6,20,0
30,177531,9,25,0
37,188563,9,55,0
26,56419,15,20,0
22,177902,10,25,0
36,111545,13,40,1
18,323584,10,10,0
64,280957,10,20,0
21,176356,10,10,0
19,179707,10,30,0
40,114714,16,40,1
35,105813,10,40,0
33,312923,6,80,0
57,194850,10,40,0
56,337065,4,40,0
34,119153,7,50,0
61,153048,9,35,0
24,176389,13,40,0
27,189462,14,45,0
44,157217,13,42,0
21,187643,9,40,0
28,114158,13,15,0
51,108233,12,40,0
25,181666,12,40,0
29,224421,11,44,1
31,106347,7,42,0
48,188741,14,50,0
52,146574,15,40,1
30,252646,10,20,0
39,360494,9,40,0
52,131662,13,45,0
72,106890,11,40,0
34,48014,13,35,0
40,195617,10,20,0
50,194186,9,60,0
70,133536,9,28,0
49,203505,9,30,0
34,232475,10,50,0
54,96460,9,60,1
33,34574,9,43,0
23,83315,6,10,0
38,131827,13,70,0
31,220066,13,50,1
29,173851,9,40,0
19,238144,10,20,0
49,137192,13,50,1
32,252168,10,35,0
24,163480,14,40,0
24,191269,13,65,0
20,169600,10,12,0
56,99479,10,46,0
55,105582,9,35,0
48,99127,11,40,0
25,60358,13,40,0
65,104454,13,40,0
19,67929,10,50,0
37,29054,10,42,1
45,146497,10,55,0
34,325792,10,40,0
19,311974,2,40,0
29,183523,10,40,0
44,112507,10,40,0
35,115214,9,65,0
28,184831,10,40,0
39,108943,7,40,0
34,157446,9,45,0
20,119156,9,20,0
18,116839,10,20,0
60,154474,9,42,0
21,436431,1,40,0
46,235320,14,60,1
30,226443,14,45,1
27,104423,9,40,0
37,82576,15,36,1
23,185575,13,40,0
51,43705,10,40,0
55,50215,11,42,0
25,399117,3,40,0
53,174102,15,60,1
42,125846,2,60,0
46,353824,12,40,0
29,136077,9,60,1
31,236861,10,55,1
60,338345,9,45,1
31,155914,10,40,0
39,266960,10,25,0
34,198634,11,40,0
39,278632,9,40,0
45,106110,10,99,0
57,37345,15,36,1
42,134220,11,40,0
45,83993,12,56,1
32,39248,13,40,0
64,155142,9,20,0
54,343242,10,44,1
19,574271,9,28,0
45,34127,13,50,1
38,247547,11,40,0
66,186061,10,40,0
34,49469,13,50,1
31,80145,10,40,0
18,220836,7,20,0
30,204374,13,48,0
54,338620,14,52,1
45,151627,10,45,0
67,279980,10,10,1
31,43716,11,43,0
32,187560,15,40,0
42,170721,9,40,0
38,34493,10,40,0
55,143949,14,45,1
18,236262,7,12,0
42,159931,13,45,1
51,284329,9,40,0
21,307371,10,15,0
21,154165,9,35,0
29,227026,9,40,0
33,126950,9,60,0
42,105804,7,40,0
61,392694,10,50,1
27,332187,13,65,0
55,193895,4,40,0
45,138342,9,84,0
56,290641,13,50,1
50,96062,14,70,1
25,150361,9,40,0
63,169983,7,30,0
19,194404,10,32,0
37,149898,7,40,0
37,30973,9,40,0
70,172370,15,25,0
39,110622,13,40,0
46,168232,9,40,0
31,169240,9,40,0
20,55233,10,40,0
45,99385,9,40,0
32,151053,9,40,1
44,32185,9,70,0
30,54608,10,48,0
23,197918,10,40,1
40,190290,10,40,0
25,198512,13,40,0
33,119628,16,50,0
20,332931,10,40,0
43,143828,14,40,1
57,250040,4,20,0
17,98005,7,16,0
40,223730,14,38,0
35,32528,9,45,0
57,101338,13,20,0
22,413110,9,15,0
50,159650,10,60,1
45,72844,9,46,0
19,175495,9,24,0
31,147654,9,40,0
52,192853,9,40,1
37,190759,10,60,1
45,318280,9,40,1
22,193190,9,40,0
31,61898,10,40,1
21,344492,10,30,0
30,247444,10,40,0
63,104626,15,32,1
31,162442,13,40,1
48,76017,9,25,0
20,137300,9,35,0
61,160942,14,50,0
42,74334,14,40,1
39,106297,9,42,0
33,96245,12,50,0
35,361888,12,40,1
20,170800,10,15,0
25,143280,6,24,0
24,210474,14,40,0
44,33068,8,55,0
18,173923,10,10,0
44,143368,10,55,0
25,172581,13,40,0
25,95691,9,30,0
32,209432,9,40,0
38,237943,15,50,0
28,220043,13,40,1
59,164970,9,60,0
29,231287,10,40,0
39,195253,15,45,1
22,186452,10,36,0
27,167737,10,48,0
66,206560,9,35,0
20,406641,9,30,0
36,33157,10,50,1
37,262278,11,45,1
87,97295,9,3,0
61,101265,10,43,0
40,188942,10,40,0
27,114158,11,35,0
21,193219,9,35,0
67,195161,14,60,1
43,242521,9,40,0
29,142249,13,40,0
56,111385,13,45,0
30,277314,9,40,0
43,86750,11,99,0
21,177526,10,40,0
23,184699,9,40,0
33,419895,3,40,0
55,160362,13,40,1
34,182926,9,40,0
33,100446,10,40,0
27,102142,12,40,0
28,123983,14,54,0
60,119471,12,40,0
47,44671,9,38,0
55,143030,9,40,0
21,138513,10,25,0
52,233149,14,40,1
32,241885,6,40,0
57,238017,9,54,0
45,187581,10,40,1
17,263746,6,24,0
63,213945,13,40,1
38,254439,6,40,0
34,241360,9,40,0
21,119156,10,20,0
21,215039,7,40,0
30,195602,10,45,0
31,415706,6,40,0
30,235271,13,40,1
50,166758,10,15,0
43,243476,9,40,0
61,143800,6,50,1
58,194733,10,45,0
21,62339,6,40,0
67,51415,10,40,0
30,208668,12,25,0
21,231573,10,40,0
46,33794,13,40,1
25,353795,10,40,1
39,135020,9,40,0
43,89636,13,60,0
33,178587,10,37,0
47,33794,9,56,1
52,283079,9,50,0
50,355954,13,50,1
45,247120,9,50,0
57,62701,10,40,0
53,816750,13,72,1
35,162651,13,40,0
32,157287,13,40,0
18,236069,6,10,0
30,340917,9,40,0
21,57916,9,40,0
38,117528,13,45,0
32,299635,10,50,0
31,281030,9,45,0
32,224462,9,84,1
34,221966,13,45,0
45,182470,10,40,1
33,84154,10,20,0
78,188044,13,40,1
23,376416,9,40,0
26,192208,9,32,0
46,99385,13,40,0
41,99373,9,40,0
36,141609,10,50,1
26,114483,9,40,0
53,254285,14,40,1
18,242893,7,35,0
27,282664,13,45,0
45,262802,13,40,0
42,54202,13,50,1
28,251905,14,42,0
25,195994,13,35,0
44,127592,13,40,0
31,131425,13,40,0
38,258339,11,70,0
23,268525,9,48,0
45,189225,9,40,0
25,131178,9,23,0
53,159849,10,35,0
42,341178,3,44,0
38,222450,3,40,0
27,420351,9,40,0
48,141511,14,40,1
26,159732,9,40,0
40,153799,13,72,1
52,182187,9,40,1
52,230205,10,32,0
35,203628,14,60,1
40,166822,14,36,1
36,357720,11,40,0
24,316438,3,40,0
48,106232,15,48,1
30,36383,13,40,1
20,117109,10,24,0
35,169809,13,20,0
66,298045,13,30,0
41,227065,9,40,0
47,255965,15,50,1
45,239093,10,40,0
21,182117,12,40,0
29,173113,13,40,0
33,260782,4,40,0
37,336880,10,50,0
42,191149,14,40,0
68,137518,9,33,0
38,130007,13,40,0
72,203289,10,35,0
25,267044,10,20,0
33,289716,6,40,0
26,195994,10,15,0
41,353541,9,40,0
49,163229,3,35,0
38,167440,9,20,0
24,324469,10,38,0
19,118549,9,15,0
19,262601,9,14,0
37,91711,13,60,1
23,325596,10,40,0
40,266047,13,65,1
29,174419,9,30,0
80,201092,9,30,0
27,46442,13,35,0
36,397877,9,30,0
36,578377,14,40,0
38,32899,9,40,0
37,31023,9,51,0
37,184655,9,35,0
33,133503,9,48,1
21,185357,9,50,0
34,146980,9,65,0
21,334113,9,40,0
31,111423,13,55,0
30,107142,13,37,1
33,184901,9,40,1
38,149018,9,40,0
29,188909,13,42,0
41,163258,13,40,0
37,111129,10,45,0
22,172766,10,40,0
27,116372,14,40,0
20,175069,10,40,0
41,170866,13,50,1
36,416745,13,40,0
30,34574,14,50,0
54,156877,9,20,0
35,102268,8,40,0
18,98549,9,35,0
27,232782,10,40,0
43,193882,10,55,0
38,53930,6,40,0
46,177114,12,27,0
47,228660,10,40,1
30,288566,13,40,0
31,225053,9,45,0
48,266337,9,40,0
52,288353,13,48,1
18,174732,9,36,0
41,207685,9,45,0
56,61885,13,65,0
50,136836,9,40,0
32,53277,14,60,1
36,174717,13,40,1
31,203181,6,35,0
29,181466,9,35,0
29,183639,9,97,0
37,143912,9,50,0
64,80333,9,40,1
30,633742,10,45,0
47,354148,15,48,1
25,129806,9,48,0
61,91726,14,40,1
75,242108,9,15,0
43,557349,6,40,0
70,77219,9,37,0
31,241885,9,40,0
48,398843,10,35,0
33,286675,7,40,0
72,138248,7,20,0
39,306646,12,50,1
28,168065,14,40,0
41,144778,9,40,0
54,307973,9,40,1
24,199444,13,15,0
47,318593,9,25,0
20,218875,10,20,0
55,199856,9,50,0
46,316205,13,40,1
50,71417,9,40,1
43,170730,13,50,1
17,277541,7,5,0
54,145548,9,40,0
58,170108,14,40,1
18,151150,6,27,0
26,292692,8,40,0
65,172348,9,20,0
34,188736,9,20,0
24,163595,9,40,0
44,241506,14,50,0
31,101562,13,50,1
79,23275,6,20,0
23,223231,9,40,0
55,308118,13,40,0
39,150217,10,38,0
34,181091,9,40,1
43,149102,13,40,1
36,36989,10,40,0
33,358655,13,10,0
22,218445,10,40,0
36,74593,10,40,0
23,482082,8,21,0
57,220986,9,40,1
45,44791,13,40,0
26,189590,10,30,0
21,321369,6,40,0
32,154571,10,40,0
48,123075,16,45,1
46,383384,9,40,0
41,423217,13,50,0
20,259496,10,20,0
36,188850,9,40,1
41,204235,15,50,1
30,175083,9,52,0
42,184378,10,40,0
50,147629,14,45,1
35,30381,13,45,1
17,154078,8,16,0
22,326334,10,35,0
37,126675,9,40,0
46,233511,13,48,0
27,204074,9,40,0
38,234891,10,40,0
45,319666,15,43,0
34,105141,10,40,0
24,108495,10,40,0
64,280508,9,50,0
62,122433,6,35,0
53,202420,4,40,0
25,390316,5,40,0
51,128338,4,40,0
45,244813,15,38,1
31,262024,9,40,0
50,131982,9,60,0
57,190748,10,35,0
70,54849,16,20,1
45,155489,10,65,0
25,124111,13,40,0
41,130126,15,80,1
36,167691,10,50,0
29,242597,13,40,0
37,118486,13,32,1
25,245369,9,35,0
31,120461,10,50,0
19,67217,10,24,0
56,270859,13,48,1
30,281030,9,66,0
34,226883,9,40,0
62,369734,9,40,0
59,43280,10,40,0
19,291509,8,28,0
35,297767,10,40,0
25,404616,13,40,1
30,363296,9,72,0
53,134793,10,50,1
39,202027,15,45,1
22,264710,13,40,0
70,293076,10,30,0
33,557359,9,40,0
44,212888,13,45,0
51,427781,9,40,0
22,210781,13,40,0
25,110010,9,40,0
52,145271,13,40,0
42,198282,13,60,1
46,81497,9,48,0
32,193231,9,40,0
29,190539,14,55,1
23,145389,10,40,0
49,52590,9,40,0
31,103435,13,50,1
43,191196,9,40,0
44,251305,12,40,1
33,554206,10,40,0
26,192213,14,40,0
31,204052,9,40,0
18,86150,9,15,0
56,67841,9,40,0
37,247750,11,40,0
52,199995,14,60,1
19,230874,10,40,0
35,215503,13,40,0
58,209423,2,38,0
21,265116,10,40,0
61,219183,13,50,1
35,117528,11,40,1
23,27776,10,24,0
34,82938,9,50,0
36,174938,13,20,0
35,354520,9,40,0
52,153312,12,40,1
27,367390,10,50,0
67,176835,10,40,0
69,104003,4,55,0
30,184687,9,30,0
66,149422,4,4,0
36,133299,11,40,0
53,302847,9,35,0
46,256522,2,40,0
36,172775,10,40,1
26,216225,12,50,1
43,206927,9,40,0
48,138342,9,55,1
17,32124,5,9,0
27,207948,10,40,0
49,387074,10,40,0
28,183597,16,50,0
58,265086,13,50,1
18,60981,7,4,0
25,91709,12,45,0
51,96062,12,60,0
27,118799,9,40,0
27,217530,9,40,0
49,115784,9,40,0
47,115070,10,40,0
40,170019,9,40,0
29,199411,11,40,1
24,112706,11,40,0
37,175185,11,40,0
51,27166,9,40,0
48,149210,9,45,0
22,361138,9,50,0
38,203138,13,50,1
36,166549,10,40,0
25,281627,13,30,1
30,209691,4,40,0
39,320305,13,60,0
21,99199,9,32,0
44,256211,11,40,0
52,191130,15,40,1
26,59367,13,40,0
72,96867,3,40,0
22,308334,9,19,0
43,108126,9,24,0
36,91716,10,45,0
17,41865,6,25,0
37,226947,11,40,1
23,117789,13,40,0
36,300829,12,42,0
59,316027,9,45,0
44,98466,6,35,0
46,241350,10,50,1
17,295488,7,25,0
35,165215,13,15,1
51,169364,10,40,0
54,169182,9,38,0
46,125892,14,40,1
54,288992,6,68,1
36,203717,9,40,0
17,327127,7,20,0
17,67444,7,20,0
20,33644,9,30,0
40,239708,7,55,0
34,223212,13,40,1
27,159724,13,40,0
50,191598,9,38,0
33,194901,9,45,0
37,286730,10,40,0
64,107732,2,45,0
29,32897,9,25,0
63,116993,9,40,1
36,347491,16,35,0
27,472070,11,40,0
38,185203,9,20,0
51,149220,10,75,0
37,33394,9,70,0
25,180783,9,10,0
23,248344,10,30,0
47,93476,13,70,0
47,242559,10,40,0
40,293485,9,32,0
24,83374,10,30,1
29,107998,9,40,0
21,195248,10,20,0
38,165302,10,40,0
59,165695,10,40,0
60,164730,13,40,0
35,299353,9,40,0
19,43627,9,10,0
37,235070,9,35,0
20,191910,9,40,0
18,151386,9,40,0
44,151089,13,50,1
22,234663,9,40,0
60,223911,10,40,0
22,64520,8,30,0
25,101812,11,41,0
41,350387,14,60,1
43,255586,9,40,0
19,123416,8,40,0
39,247975,10,30,0
23,1117718,10,30,0
20,54152,10,35,0
51,209794,9,3,1
22,110677,10,40,0
28,131310,9,40,0
49,107399,9,40,0
18,434430,9,30,0
42,343609,10,50,0
20,444554,6,40,0
35,151322,13,55,1
31,156890,4,40,0
20,131230,9,40,0
18,188241,7,16,0
41,58124,9,40,0
21,89154,7,42,0
42,340885,9,44,0
21,191324,10,25,0
37,65291,11,40,0
50,123374,13,50,1
18,202516,9,35,0
29,183151,9,48,0
18,97474,9,20,0
61,95500,9,40,0
38,127601,10,35,0
51,332489,12,55,1
24,170070,13,20,0
29,178564,13,40,0
36,48520,10,40,0
37,199739,10,40,0
35,237873,9,40,0
41,201363,9,38,1
25,176616,9,40,0
35,160120,14,50,1
25,323545,9,40,0
27,330132,13,40,1
43,193494,10,40,0
26,176520,9,53,0
50,165001,14,40,1
36,290861,7,40,0
18,282609,3,30,0
30,316471,13,50,0
32,176998,13,40,0
36,186110,10,40,0
21,185582,10,43,0
39,324231,9,40,0
25,194954,10,15,0
41,34178,13,40,0
38,304001,9,40,1
35,379959,9,40,0
58,141409,11,40,0
32,236415,9,40,0
24,142404,13,40,1
29,92262,9,48,0
23,32950,13,40,0
24,229826,13,20,0
41,136419,12,75,1
28,148429,9,40,0
21,278130,9,40,0
45,195918,9,60,0
26,206721,9,40,0
32,213750,11,45,0
43,302041,9,40,0
30,108464,10,40,0
56,282023,9,40,0
39,120074,9,40,0
38,199346,10,45,0
36,219745,9,40,0
61,85194,10,25,0
81,218521,4,21,0
29,249932,7,40,0
44,351228,9,40,0
19,42750,10,55,0
34,112139,9,40,0
23,324637,10,30,0
43,347653,10,48,1
39,286026,13,52,0
71,238479,6,8,0
27,135296,13,40,1
26,220678,3,40,0
40,202872,10,24,0
58,274363,10,50,1
45,212954,10,50,0
40,242521,11,40,1
23,163870,10,40,0
53,195922,14,40,0
25,182227,9,40,0
57,222792,10,40,1
55,165695,9,40,0
74,43599,9,20,0
42,27085,10,40,0
32,339773,10,40,1
34,353927,10,40,1
32,162442,13,60,0
29,309778,10,40,1
34,182691,9,44,0
23,399022,9,35,0
59,118358,9,40,1
33,267859,9,40,0
63,194638,9,32,0
31,345122,15,50,1
34,301591,9,35,0
22,37932,10,25,0
32,24529,10,50,1
19,73514,9,30,0
58,183870,6,40,0
46,121124,12,50,1
27,194690,5,50,0
36,226013,9,40,1
20,117767,10,25,0
50,97741,9,45,1
31,109195,13,70,0
33,147654,11,60,0
57,66504,15,50,1
35,101509,10,40,0
59,66440,9,40,0
41,42563,13,25,1
24,119156,9,50,0
50,197054,15,50,1
18,304169,7,35,0
34,341239,9,40,0
64,232787,13,40,0
20,142233,9,35,0
34,100669,13,40,1
41,227065,10,40,0
38,181943,13,35,0
64,80392,9,4,0
48,205424,13,40,1
27,145784,10,45,0
32,287229,10,30,0
70,207627,9,24,0
18,426836,3,40,0
18,228216,9,20,0
35,128608,13,40,0
48,377757,6,70,0
33,139051,7,53,0
90,195433,9,30,0
27,177057,9,40,0
32,640383,13,40,0
34,143526,9,40,0
22,155913,9,18,0
39,156667,9,18,0
41,175883,9,40,0
44,106982,13,70,0
55,147653,13,73,0
34,119422,11,50,0
30,402539,9,40,0
36,257250,4,75,0
53,100109,14,40,1
56,141877,13,40,1
52,236497,13,40,0
19,70982,11,16,0
39,166697,9,35,0
20,282604,10,20,0
48,119565,9,40,0
49,200471,7,60,0
67,200862,6,35,0
29,197222,13,40,0
50,20795,10,40,1
46,195023,9,40,0
40,256202,11,40,0
24,196678,1,30,0
55,154580,6,40,0
23,140764,11,15,0
22,258298,10,35,0
33,292465,5,50,0
35,245372,9,40,0
43,125833,13,40,0
43,342567,13,40,0
52,160703,16,65,1
54,123011,9,40,1
52,208302,9,60,0
28,135567,13,60,0
47,88500,9,35,0
27,163320,12,40,0
23,215395,11,50,0
27,249382,9,40,0
40,309990,9,60,1
44,359259,9,60,0
39,430336,9,45,1
47,99911,8,55,0
30,252818,10,40,0
60,137733,6,44,1
22,341368,10,50,0
52,138497,13,60,0
31,114937,12,40,1
28,164575,10,40,0
32,147215,13,55,1
59,49996,9,20,0
38,423605,9,40,0
50,136898,11,55,0
23,138892,9,40,0
22,303822,6,40,0
28,189346,10,40,0
47,158685,8,48,0
37,27997,9,50,0
34,314375,11,40,0
64,66634,13,50,1
55,145214,9,40,0
34,149902,14,28,0
48,327886,16,50,1
27,244402,12,40,1
47,118506,13,60,0
60,298967,4,15,0
50,171199,7,40,0
70,221603,10,34,0
40,168294,9,40,0
46,342907,9,60,1
75,254167,6,60,0
34,287737,13,40,0
55,105127,9,40,0
38,26987,9,40,0
20,431745,10,14,0
40,217120,6,50,0
44,128676,10,40,0
25,156848,9,35,0
67,233681,12,35,0
29,114968,11,40,0
31,110714,10,37,0
41,106900,13,38,0
27,113635,9,35,0
58,354024,9,40,1
44,261899,10,44,0
36,218542,10,40,0
57,477867,9,40,0
32,159589,9,50,0
25,298225,10,35,0
17,130806,6,24,0
22,50136,3,40,0
22,205939,13,4,0
41,207779,9,40,0
60,75257,9,40,0
39,142804,9,16,0
29,202558,11,40,0
63,221592,9,40,1
50,98227,9,40,0
42,311920,13,17,1
37,314963,10,40,0
39,226947,4,40,0
34,244147,13,40,1
34,320194,15,48,1
50,171225,13,40,1
24,488541,10,35,0
65,264188,9,24,0
27,38353,9,40,0
27,243871,10,45,0
37,174308,13,45,0
17,60562,5,20,0
56,33115,9,40,0
36,287821,13,40,1
34,362775,6,30,0
54,269068,15,50,1
45,148254,14,35,0
22,33016,10,40,0
18,312634,7,25,0
48,128460,9,42,1
22,29444,8,50,0
36,104213,10,40,0
38,155222,10,28,0
47,102583,9,30,1
37,170718,9,40,0
41,115849,9,40,0
31,557853,13,32,0
23,95989,10,30,0
66,33619,9,4,0
52,284329,11,40,1
39,201410,13,45,1
39,163278,10,44,0
36,28572,10,50,0
38,436361,9,75,0
53,105728,9,28,1
21,129350,10,40,0
28,115579,11,38,0
28,19395,10,38,0
32,283268,6,42,0
36,143486,9,50,1
25,202480,13,40,1
34,111415,9,70,0
56,222745,16,56,0
26,31558,13,90,1
20,210474,10,15,0
38,170020,9,45,0
35,95653,9,56,0
43,200734,9,40,0
53,196328,9,45,1
40,107306,13,40,1
58,361870,9,30,0
55,37438,11,40,1
27,21306,12,40,0
37,421633,14,40,1
31,122116,11,40,0
22,217421,10,30,0
63,156127,10,45,0
34,101709,9,40,0
23,142547,9,40,0
71,193530,7,75,0
39,111268,13,40,0
71,124959,9,40,0
39,161295,12,40,1
28,277635,10,50,0
56,205735,2,40,0
40,145160,10,43,0
68,53850,4,40,0
41,203943,8,40,0
53,181755,14,35,1
40,190621,10,55,0
31,241360,13,40,0
37,334291,13,50,0
46,229737,13,50,1
40,129298,9,40,0
47,119471,4,40,0
28,336951,12,40,1
51,231181,10,21,0
44,172479,9,60,1
42,45363,12,50,0
47,144351,9,40,0
36,154669,13,55,0
90,52386,10,35,0
51,123011,9,40,0
25,113436,10,15,0
51,168539,12,40,0
61,195595,4,40,0
26,311743,9,39,0
29,231601,7,60,0
27,493689,13,40,0
38,149419,11,50,0
